Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Quantity,Sales
Technology,New York City,United States,HaLlIe REdmONd,Other,,US-2011-143707,10035,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,East,Home Office,,Standard Class,New York,Phones,0%,1,8.40E+75,3,0
Furniture,Elmhurst,United States,VIckY FReYmANN52,Novimex,3/1/2013,CA-2011-113880,60126,Novimex Swivel Fabric Task Chair,Central,Home Office,3/5/2013,Standard Class,Illinois,Chairs,30%,1,-172,6,634
Office Supplies,Elmhurst,United States,VicKy fREymAnN,Other,3/1/2013,CA-2011-113880,60126,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Central,Home Office,3/5/2013,Standard Class,Illinois,Paper,20%,1,6,3,17
Office Supplies,El Paso,United States,ShAHId cOLLIsteR!,Other,3/1/2013,CA-2011-131009,79907,Plymouth Boxed Rubber Bands by Plymouth,Central,Consumer,3/5/2013,Standard Class,Texas,Fasteners,20%,1,-4,5,19
Furniture,El Paso,United States,shahId COLlisTeR!,Other,abc,CA-2011-131009,79907,Harbour Creations Steel Folding Chair,Central,Consumer,xyz,Standard Class,Texas,Chairs,30%,1,0,6,0
Furniture,El Paso,United States,,DAX,3/1/2013,CA-2011-131009,79907,DAX Black Cherry Wood-Tone Poster Frame,Central,Consumer,3/5/2013,Standard Class,Texas,Furnishings,60%,1,-35,6,64
Office Supplies,El Paso,United States,,Fellowes,3/1/2013,CA-2011-131009,79907,Fellowes Bankers Box Recycled Super Stor/Drawer,Central,Consumer,12/31/2023,Standard Class,Texas,Storage,20%,1,0,3,
Office Supplies,Houston,United States,GiuLIetTA WeIMer,Other,3/1/2013,CA-2011-168312,77036,Recycled Steel Personal File for Hanging File Folders,Central,Consumer,3/5/2013,Standard Class,Texas,Storage,20%,1,9,3,137
Furniture,Houston,United States,gIulietta weiMer,Bevis,3/1/2013,CA-2011-168312,77036,Bevis Round Conference Room Tables and Bases,Central,Consumer,3/7/2013,Standard Class,Texas,Tables,30%,1,-43,3,377
Office Supplies,New York City,United States,KrIStinA NuNn51,Staple envelope,3/2/2013,CA-2011-107524,10009,Staple envelope,East,Home Office,3/7/2013,Standard Class,New York,Envelopes,0%,1,5,2,11
Office Supplies,New York City,United States,kRistina nuNn,Array,3/2/2013,CA-2011-107524,10009,"Array Parchment Paper, Assorted Colors",East,Home Office,12/31/2023,Standard Class,New York,Paper,0%,1,,5,inf
Office Supplies,Philadelphia,United States,,Xerox 1971,3/2/2013,CA-2011-111157,19120,Xerox 1971,East,Corporate,3/8/2013,Standard Class,Pennsylvania,Paper,20%,1,1,1,3
Technology,Philadelphia,United States,NICoLe hanSEN!,Other,3/2/2013,CA-2011-111157,19120,Hypercom P1300 Pinpad,East,Corporate,12/31/2023,Standard Class,Pennsylvania,Accessories,20%,1,inf,3,0
Office Supplies,Wilmington,United States,AShLey JARbOe,Zebra,3/3/2013,CA-2011-155852,28403,Zebra Zazzle Fluorescent Highlighters,South,Consumer,3/6/2013,Second Class,North Carolina,Art,20%,1,3,4,19
Technology,New York City,United States,ANNe PRyoR,Other,3/3/2013,CA-2011-127964,10035,PowerGen Dual USB Car Charger,East,Home Office,3/7/2013,Standard Class,New York,Phones,0%,1,5,1,10
Office Supplies,New York City,United States,ANNe prYOr,Ibico,3/3/2013,CA-2011-127964,10035,Ibico Laser Imprintable Binding System Covers,East,Home Office,3/8/2013,Standard Class,New York,Binders,20%,1,41,3,126
Office Supplies,New York City,United States,,Cardinal,,CA-2011-127964,10035,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",East,Home Office,,Standard Class,New York,Binders,20%,1,0,5,
Office Supplies,Columbus,United States,JilL StEveNsON,Avery,abc,US-2011-127978,43229,Avery 495,East,Corporate,xyz,Standard Class,Ohio,Labels,20%,1,8.40E+189,3,0
Furniture,Columbus,United States,jIlL STeVENsOn,O'Sullivan,3/3/2013,US-2011-127978,43229,O'Sullivan 4-Shelf Bookcase in Odessa Pine,East,Corporate,3/8/2013,Standard Class,Ohio,Bookcases,50%,1,-200,5,302
Office Supplies,Columbus,United States,JilL stevENSON52,Eldon,3/3/2013,US-2011-127978,43229,Eldon Shelf Savers Cubes and Bins,East,Corporate,3/8/2013,Standard Class,Ohio,Storage,20%,1,-10,8,45
Office Supplies,Houston,United States,sAm CRaVen,Other,3/3/2013,CA-2011-130421,77095,3.6 Cubic Foot Counter Height Office Refrigerator,Central,Consumer,3/8/2013,Standard Class,Texas,Appliances,80%,1,-460,3,177
Furniture,San Diego,United States,eva JacoBS,Bevis,3/3/2013,CA-2011-105648,92037,"Bevis Oval Conference Table, Walnut",West,Consumer,3/7/2013,Standard Class,California,Tables,20%,1,-23,3,626
Office Supplies,Columbia,United States,,Other,3/4/2013,CA-2011-116239,29203,Sensible Storage WireTech Storage Systems,South,Consumer,3/7/2013,Same Day,South Carolina,Storage,0%,1,18,5,355
Office Supplies,Margate,United States,,BIC,,CA-2011-117016,33063,"BIC Brite Liner Highlighters, Chisel Tip",South,Consumer,,Standard Class,Florida,Art,20%,1,0,3,
Office Supplies,Yonkers,United States,aImee BIXBy!,Newell,3/5/2013,CA-2011-169061,10701,Newell 345,East,Consumer,3/9/2013,Second Class,New York,Art,0%,1,15,3,60
Technology,Yonkers,United States,aIMee BiXBY,Logitech,3/5/2013,CA-2011-169061,10701,Logitech Wireless Gaming Headset G930,East,Consumer,3/8/2013,Second Class,New York,Accessories,0%,1,178,3,480
Office Supplies,Yonkers,United States,AImEE biXBY91!,Acme,3/5/2013,CA-2011-169061,10701,Acme Forged Steel Scissors with Black Enamel Handles,East,Consumer,3/8/2013,Second Class,New York,Supplies,0%,1,5,2,19
Office Supplies,Yonkers,United States,,GBC,3/5/2013,CA-2011-169061,10701,GBC Wire Binding Combs,East,Consumer,12/31/2023,Second Class,New York,Binders,20%,1,inf,6,
Office Supplies,Yonkers,United States,AiMEe BiXby,Xerox,3/5/2013,CA-2011-169061,10701,Xerox 1891,East,Consumer,3/8/2013,Second Class,New York,Paper,0%,1,46,2,98
Furniture,Seattle,United States,AarOn BeRGmaN,Global,abc,CA-2011-156587,98103,"Global Push Button Manager's Chair, Indigo",West,Consumer,xyz,First Class,Washington,Chairs,20%,1,,1,0
Office Supplies,Seattle,United States,AArOn BeRGman,Newell,3/7/2013,CA-2011-156587,98103,Newell 330,West,Consumer,12/31/2023,First Class,Washington,Art,0%,1,-5,3,
Office Supplies,Seattle,United States,AARoN beRGmAN39!,Carina,3/7/2013,CA-2011-156587,98103,"Carina 42""Hx23 3/4""W Media Storage Unit",West,Consumer,3/8/2013,First Class,Washington,Storage,0%,1,5,3,243
Office Supplies,Des Moines,United States,noRA PElletIer!,Other,3/7/2013,US-2011-131982,98198,Catalog Binders with Expanding Posts,West,Home Office,3/8/2013,Second Class,Washington,Binders,20%,1,34,2,108
Office Supplies,Seattle,United States,CRAiG mOLiNAri89,Newell,3/7/2013,CA-2011-104563,98103,Newell Chalk Holder,West,Corporate,3/11/2013,Standard Class,Washington,Art,0%,1,9,5,21
Office Supplies,Seattle,United States,CrAiG molINaRI,Other,3/7/2013,CA-2011-104563,98103,"Contico 72""H Heavy-Duty Storage System",West,Corporate,3/12/2013,Standard Class,Washington,Storage,0%,1,0,5,205
Furniture,Seattle,United States,,Office Star,3/7/2013,CA-2011-104563,98103,Office Star - Task Chair with Contemporary Loop Arms,West,Corporate,3/12/2013,Standard Class,Washington,Chairs,20%,1,22,6,437
Furniture,Seattle,United States,cRAIG MOliNARi!,Global,3/7/2013,CA-2011-104563,98103,"Global Leather and Oak Executive Chair, Black",West,Corporate,12/31/2023,Standard Class,Washington,Chairs,20%,1,8.40E+97,2,0
Office Supplies,Royal Oak,United States,SCOtt williamSoN41,Other,abc,US-2011-100279,48073,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Central,Consumer,xyz,Standard Class,Michigan,Paper,0%,1,,2,0
Office Supplies,Denver,United States,KEAN tHORNtoN,Tennsco,3/10/2013,US-2011-140116,80219,Tennsco 6- and 18-Compartment Lockers,West,Consumer,3/14/2013,Standard Class,Colorado,Storage,20%,1,-16,3,636
Office Supplies,Denver,United States,Kean ThornToN,Boston,3/10/2013,US-2011-140116,80219,"BOSTON Ranger #55 Pencil Sharpener, Black",West,Consumer,3/17/2013,Standard Class,Colorado,Art,20%,1,9,4,83
Furniture,Columbus,United States,CHLoRis KAsTeNsmidT,Eldon,3/11/2013,CA-2011-166884,43229,Eldon Wave Desk Accessories,East,Consumer,3/17/2013,Second Class,Ohio,Furnishings,20%,1,2,5,8
Office Supplies,Columbus,United States,CHloris KAstenSmidt38,Stockwell,3/11/2013,CA-2011-166884,43229,Stockwell Push Pins,East,Consumer,3/16/2013,Second Class,Ohio,Fasteners,20%,1,2,6,10
Office Supplies,New York City,United States,kELLY aNdrEADa,Southworth,3/11/2013,CA-2011-158337,10024,"Southworth 100% Résumé Paper, 24lb.",East,Consumer,3/16/2013,Second Class,New York,Paper,0%,1,49,14,109
Office Supplies,Richmond,United States,FILIa McAdAmS,Fellowes,3/11/2013,CA-2011-114790,40475,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",South,Corporate,3/14/2013,Second Class,Kentucky,Appliances,0%,1,38,3,147
Technology,Richmond,United States,filia McaDAMs,Maxell,3/11/2013,CA-2011-114790,40475,Maxell DVD-RAM Discs,South,Corporate,3/13/2013,Second Class,Kentucky,Accessories,0%,1,14,2,33
Technology,Richmond,United States,FiLiA mCAdamS,Panasonic,3/11/2013,CA-2011-114790,40475,Panasonic KX-TG9471B,South,Corporate,3/13/2013,Second Class,Kentucky,Phones,0%,1,165,3,588
Office Supplies,Richmond,United States,fiLIa mCAdaMS20,Xerox,,CA-2011-114790,40475,Xerox 198,South,Corporate,,Second Class,Kentucky,Paper,0%,1,-7,3,0
Office Supplies,Roseville,United States,RICHard biErnEr,Other,3/11/2013,US-2011-103338,95661,Economy #2 Pencils,West,Consumer,3/13/2013,Standard Class,California,Art,0%,1,2,3,8
Office Supplies,Huntington Beach,United States,dean KatZ34,Xerox,3/14/2013,CA-2011-157623,92646,Xerox 1972,West,Corporate,3/15/2013,Standard Class,California,Paper,0%,1,5,2,11
Office Supplies,Huntington Beach,United States,deAN katz,Avery,3/14/2013,CA-2011-157623,92646,Avery Hi-Liter Fluorescent Desk Style Markers,West,Corporate,3/18/2013,Standard Class,California,Art,0%,1,1,1,3
Furniture,Chesapeake,United States,ChrisTINE kaRGAtis,Global,3/14/2013,US-2011-125521,23320,Global Commerce Series High-Back Swivel/Tilt Chairs,South,Home Office,3/18/2013,Standard Class,Virginia,Chairs,0%,1,285,4,1140
Office Supplies,Logan,United States,jASon forTune-,GBC,3/14/2013,CA-2011-114510,84321,GBC Wire Binding Combs,West,Consumer,3/19/2013,Standard Class,Utah,Binders,20%,1,11,4,33
Office Supplies,Logan,United States,jasoN ForTUnE-,Carina,3/14/2013,CA-2011-114510,84321,Carina Double Wide Media Storage Towers in Natural & Black,West,Consumer,3/19/2013,Standard Class,Utah,Storage,0%,1,3,1,81
Technology,Logan,United States,jAsON fOrTuNE-,Imation,3/14/2013,CA-2011-114510,84321,Imation 30456 USB Flash Drive 8GB,West,Consumer,3/19/2013,Standard Class,Utah,Accessories,0%,1,7,12,83
Office Supplies,Logan,United States,jASon FoRtUNe-,Staple magnet,3/14/2013,CA-2011-114510,84321,Staple magnet,West,Consumer,3/19/2013,Standard Class,Utah,Storage,0%,1,6,2,21
Office Supplies,Logan,United States,jASoN fOrtunE-,Other,3/14/2013,CA-2011-114510,84321,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",West,Consumer,3/19/2013,Standard Class,Utah,Binders,20%,1,20,2,62
Technology,Chicago,United States,riCk beNslEy,Hewlett-Packard,3/14/2013,CA-2011-152618,60653,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Central,Home Office,3/19/2013,First Class,Illinois,Machines,30%,1,156,2,575
Office Supplies,Chicago,United States,RICK BEnslEy48,Xerox,3/14/2013,CA-2011-152618,60653,Xerox 1963,Central,Home Office,3/17/2013,First Class,Illinois,Paper,20%,1,3,2,8
Office Supplies,Jacksonville,United States,NeIl FRaNZÖsisch,Xerox,3/14/2013,CA-2011-100293,32216,Xerox 1887,South,Home Office,3/17/2013,Standard Class,Florida,Paper,20%,1,32,6,91
Office Supplies,Tampa,United States,ALAn sHOnEly,Other,3/15/2013,CA-2011-149958,33614,"Hot File 7-Pocket, Floor Stand",South,Consumer,12/31/2023,Standard Class,Florida,Storage,20%,1,-18,1,
Furniture,Tampa,United States,ALan ShonELy26,Eldon,3/15/2013,CA-2011-149958,33614,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",South,Consumer,3/19/2013,Standard Class,Florida,Furnishings,20%,1,5,3,46
Office Supplies,Tampa,United States,alAn sHONely,Other,3/15/2013,CA-2011-149958,33614,Insertable Tab Post Binder Dividers,South,Consumer,3/19/2013,Standard Class,Florida,Binders,70%,1,-6,3,7
Office Supplies,Tampa,United States,Alan sHonElY61,GBC,3/15/2013,CA-2011-149958,33614,GBC VeloBinder Manual Binding System,South,Consumer,3/19/2013,Standard Class,Florida,Binders,70%,1,-32,4,43
Office Supplies,Tampa,United States,ALan SHonELY!,Xerox,3/15/2013,CA-2011-149958,33614,Xerox 1889,South,Consumer,3/19/2013,Standard Class,Florida,Paper,20%,1,48,3,132
Technology,Raleigh,United States,KrisTINa NUNn!,Polycom,3/16/2013,CA-2011-157609,27604,Polycom VoiceStation 500 Conference phone,South,Home Office,3/19/2013,Second Class,North Carolina,Phones,20%,1,29,2,472
Office Supplies,Lakeville,United States,bRaDLey NGuYEN,Bionaire,3/17/2013,CA-2011-118339,55044,Bionaire Personal Warm Mist Humidifier/Vaporizer,Central,Consumer,3/21/2013,Standard Class,Minnesota,Appliances,0%,1,37,2,94
Office Supplies,Lakeville,United States,brADleY NguYen,Other,abc,CA-2011-118339,55044,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Central,Consumer,xyz,Standard Class,Minnesota,Paper,0%,1,inf,7,0
Office Supplies,Lakeville,United States,brADLeY ngUyen,Newell,3/17/2013,CA-2011-118339,55044,Newell 35,Central,Consumer,3/24/2013,Standard Class,Minnesota,Art,0%,1,6,6,20
Office Supplies,Lakeville,United States,BRaDlEY ngUyen37,Wilson Jones,3/17/2013,CA-2011-118339,55044,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Central,Consumer,3/24/2013,Standard Class,Minnesota,Binders,0%,1,25,10,53
Office Supplies,Lakeville,United States,bRAdLey nGuyEn,Avery,abc,CA-2011-118339,55044,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Central,Consumer,xyz,Standard Class,Minnesota,Binders,0%,1,0,6,0
Furniture,New York City,United States,ChRIStiNe pHaN,Bretford,3/17/2013,US-2011-148838,10024,Bretford Rectangular Conference Table Tops,East,Corporate,3/24/2013,Standard Class,New York,Tables,40%,1,-448,7,1580
Furniture,New York City,United States,CHriStine PHAn,Balt,3/17/2013,US-2011-148838,10024,Balt Solid Wood Round Tables,East,Corporate,3/21/2013,Standard Class,New York,Tables,40%,1,-554,4,1072
Furniture,New York City,United States,chriSTiNE phan32,Hon,3/17/2013,US-2011-148838,10024,"Hon 30"" x 60"" Table with Locking Drawer",East,Corporate,12/31/2023,Standard Class,New York,Tables,40%,1,,3,
Office Supplies,New York City,United States,ChriStInE PhAn,Xerox,3/17/2013,US-2011-148838,10024,Xerox 1926,East,Corporate,3/21/2013,Standard Class,New York,Paper,0%,1,16,7,35
Office Supplies,New York City,United States,ChRisTINE pHAN,Xerox,3/17/2013,US-2011-148838,10024,Xerox 1918,East,Corporate,3/21/2013,Standard Class,New York,Paper,0%,1,76,4,155
Office Supplies,Dallas,United States,annie zypeRN,Newell,3/17/2013,CA-2011-158442,75217,Newell 333,Central,Consumer,3/21/2013,Same Day,Texas,Art,20%,1,0,2,4
Office Supplies,Dallas,United States,AnNIE zYpErN33,Xerox,3/17/2013,CA-2011-158442,75217,Xerox 1966,Central,Consumer,3/17/2013,Same Day,Texas,Paper,20%,1,2,1,5
Office Supplies,Dallas,United States,aNNie zYpeRn,Xerox,3/17/2013,CA-2011-158442,75217,Xerox 1967,Central,Consumer,3/17/2013,Same Day,Texas,Paper,20%,1,5,3,16
Office Supplies,Jackson,United States,MarK hABERlIN,Acco,3/17/2013,US-2011-164763,39212,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",South,Corporate,3/17/2013,Standard Class,Mississippi,Binders,0%,1,5,3,11
Office Supplies,Jackson,United States,Mark HaBErlIn74,GBC,3/17/2013,US-2011-164763,39212,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",South,Corporate,3/21/2013,Standard Class,Mississippi,Binders,0%,1,15,2,30
Office Supplies,Jackson,United States,mArK hAbErlIN12!,Xerox,3/17/2013,US-2011-164763,39212,Xerox 1957,South,Corporate,3/21/2013,Standard Class,Mississippi,Paper,0%,1,6,2,13
Office Supplies,Jackson,United States,MarK hABerlin72,Other,3/17/2013,US-2011-164763,39212,EcoTones Memo Sheets,South,Corporate,3/21/2013,Standard Class,Mississippi,Paper,0%,1,8,4,16
Office Supplies,Jackson,United States,marK HABerlIn!,Belkin,3/17/2013,US-2011-164763,39212,Belkin 6 Outlet Metallic Surge Strip,South,Corporate,3/21/2013,Standard Class,Mississippi,Appliances,0%,1,8,3,33
Office Supplies,Philadelphia,United States,QUInCy jonEs,Xerox,3/17/2013,CA-2011-127859,19134,Xerox 1909,East,Corporate,3/21/2013,Second Class,Pennsylvania,Paper,20%,1,41,6,127
Technology,Jacksonville,United States,sEaN miLleR,Hewlett-Packard,3/18/2013,CA-2011-145317,32216,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,South,Home Office,3/20/2013,Standard Class,Florida,Machines,50%,1,-16,4,821
Technology,Jacksonville,United States,,Cisco,3/18/2013,CA-2011-145317,32216,Cisco TelePresence System EX90 Videoconferencing Unit,South,Home Office,3/23/2013,Standard Class,Florida,Machines,50%,1,-1811,6,22638
Office Supplies,Jacksonville,United States,seAn MilLER,Xerox,3/18/2013,CA-2011-145317,32216,Xerox 195,South,Home Office,3/23/2013,Standard Class,Florida,Paper,20%,1,7,4,21
Office Supplies,Jacksonville,United States,SEan mIllER,Avery,abc,CA-2011-145317,32216,Avery Fluorescent Highlighter Four-Color Set,South,Home Office,xyz,Standard Class,Florida,Art,20%,1,-1,3,2.26E+73
Furniture,Jacksonville,United States,SeAN MIlLER51,Executive Impressions,3/18/2013,CA-2011-145317,32216,"Executive Impressions 13"" Clairmont Wall Clock",South,Home Office,3/23/2013,Standard Class,Florida,Furnishings,20%,1,8,2,31
Office Supplies,Jacksonville,United States,Sean mILLEr!,Other,3/18/2013,CA-2011-145317,32216,Staples,South,Home Office,3/23/2013,Standard Class,Florida,Fasteners,20%,1,6,3,19
Furniture,Jacksonville,United States,seaN MiLLEr7,Dana,3/18/2013,CA-2011-145317,32216,"Dana Fluorescent Magnifying Lamp, White, 36""",South,Home Office,3/23/2013,Standard Class,Florida,Furnishings,20%,1,15,3,122
Furniture,San Francisco,United States,eIlEen kiEfeR,Bush,3/18/2013,CA-2011-111871,94110,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",West,Home Office,3/23/2013,Second Class,California,Bookcases,15%,1,70,10,1198
Furniture,Burbank,United States,sAMplE coMpAny a,Eldon,3/18/2013,US-2011-131275,91505,Eldon Cleatmat Chair Mats for Medium Pile Carpets,West,Home Office,3/21/2013,Standard Class,California,Furnishings,0%,1,14,2,111
Technology,Burbank,United States,saMple comPAny A!,Other,3/18/2013,US-2011-131275,91505,Swingline SM12-08 MicroCut Jam Free Shredder,West,Home Office,3/24/2013,Standard Class,California,Machines,20%,1,416,4,1280
Office Supplies,Burbank,United States,SAmPLe companY a,Tennsco,3/18/2013,US-2011-131275,91505,Tennsco 6- and 18-Compartment Lockers,West,Home Office,3/24/2013,Standard Class,California,Storage,0%,1,334,7,1856
Technology,Lakeland,United States,mAtt connell0,Cisco,3/19/2013,CA-2011-103989,33801,Cisco 8x8 Inc. 6753i IP Business Phone System,South,Corporate,3/24/2013,First Class,Florida,Phones,20%,1,28,3,324
Office Supplies,Lakeland,United States,Matt CoNnEll,Avery,3/19/2013,CA-2011-103989,33801,Avery 501,South,Corporate,3/21/2013,First Class,Florida,Labels,20%,1,4,4,12
Office Supplies,Lakeland,United States,matt cOnNelL39,Other,3/19/2013,CA-2011-103989,33801,Crate-A-Files,South,Corporate,3/21/2013,First Class,Florida,Storage,20%,1,2,3,26
Office Supplies,Lakeland,United States,MATt COnnEll49,Avery,,CA-2011-103989,33801,"Avery Flip-Chart Easel Binder, Black",South,Corporate,,First Class,Florida,Binders,70%,1,8.40E+159,5,
Furniture,Lakeland,United States,maTt CoNnelL!,Eldon,3/19/2013,CA-2011-103989,33801,Eldon Wave Desk Accessories,South,Corporate,3/21/2013,First Class,Florida,Furnishings,20%,1,1,3,5
Furniture,Lakeland,United States,MATt cONnell,Other,3/19/2013,CA-2011-103989,33801,Document Clip Frames,South,Corporate,12/31/2023,First Class,Florida,Furnishings,20%,1,8400000000,3,
