Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Quantity,Sales,Profit Margin
Office Supplies,Seattle,United States,Craig Molinari,Newell,2013-03-07,CA-2011-104563,98103.0,Newell Chalk Holder,West,Corporate,2013-03-11,Standard Class,Washington,Art,0.0,1.0,9.0,5.0,21.0,0.43
Office Supplies,Seattle,United States,Craig Molinari,Other,2013-03-07,CA-2011-104563,98103.0,"Contico 72""H Heavy-Duty Storage System",West,Corporate,2013-03-12,Standard Class,Washington,Storage,0.0,1.0,0.0,5.0,205.0,0.0
Furniture,Seattle,United States,Unknown Customer,Office Star,2013-03-07,CA-2011-104563,98103.0,Office Star - Task Chair with Contemporary Loop Arms,West,Corporate,2013-03-12,Standard Class,Washington,Chairs,0.2,1.0,22.0,6.0,437.0,0.05
Office Supplies,Denver,United States,Kean Thornton,Tennsco,2013-03-10,US-2011-140116,80219.0,Tennsco 6- and 18-Compartment Lockers,West,Consumer,2013-03-14,Standard Class,Colorado,Storage,0.2,1.0,-16.0,3.0,636.0,-0.03
Office Supplies,Denver,United States,Kean Thornton,Boston,2013-03-10,US-2011-140116,80219.0,"BOSTON Ranger #55 Pencil Sharpener, Black",West,Consumer,2013-03-17,Standard Class,Colorado,Art,0.2,1.0,9.0,4.0,83.0,0.11
Furniture,Columbus,United States,Chloris Kastensmidt,Eldon,2013-03-11,CA-2011-166884,43229.0,Eldon Wave Desk Accessories,East,Consumer,2013-03-17,Second Class,Ohio,Furnishings,0.2,1.0,2.0,5.0,8.0,0.25
Office Supplies,Columbus,United States,Chloris Kastensmidt,Stockwell,2013-03-11,CA-2011-166884,43229.0,Stockwell Push Pins,East,Consumer,2013-03-16,Second Class,Ohio,Fasteners,0.2,1.0,2.0,6.0,10.0,0.2
Office Supplies,New York City,United States,Kelly Andreada,Southworth,2013-03-11,CA-2011-158337,10024.0,"Southworth 100% Résumé Paper, 24lb.",East,Consumer,2013-03-16,Second Class,New York,Paper,0.0,1.0,49.0,14.0,109.0,0.45
Office Supplies,Richmond,United States,Filia Mcadams,Fellowes,2013-03-11,CA-2011-114790,40475.0,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",South,Corporate,2013-03-14,Second Class,Kentucky,Appliances,0.0,1.0,38.0,3.0,147.0,0.26
Technology,Richmond,United States,Filia Mcadams,Maxell,2013-03-11,CA-2011-114790,40475.0,Maxell DVD-RAM Discs,South,Corporate,2013-03-13,Second Class,Kentucky,Accessories,0.0,1.0,14.0,2.0,33.0,0.42
Technology,Richmond,United States,Filia Mcadams,Panasonic,2013-03-11,CA-2011-114790,40475.0,Panasonic KX-TG9471B,South,Corporate,2013-03-13,Second Class,Kentucky,Phones,0.0,1.0,165.0,3.0,588.0,0.28
Office Supplies,Roseville,United States,Richard Bierner,Other,2013-03-11,US-2011-103338,95661.0,Economy #2 Pencils,West,Consumer,2013-03-13,Standard Class,California,Art,0.0,1.0,2.0,3.0,8.0,0.25
Office Supplies,Huntington Beach,United States,Dean Katz,Xerox,2013-03-14,CA-2011-157623,92646.0,Xerox 1972,West,Corporate,2013-03-15,Standard Class,California,Paper,0.0,1.0,5.0,2.0,11.0,0.45
Office Supplies,Huntington Beach,United States,Dean Katz,Avery,2013-03-14,CA-2011-157623,92646.0,Avery Hi-Liter Fluorescent Desk Style Markers,West,Corporate,2013-03-18,Standard Class,California,Art,0.0,1.0,1.0,1.0,3.0,0.33
Furniture,Chesapeake,United States,Christine Kargatis,Global,2013-03-14,US-2011-125521,23320.0,Global Commerce Series High-Back Swivel/Tilt Chairs,South,Home Office,2013-03-18,Standard Class,Virginia,Chairs,0.0,1.0,285.0,4.0,1140.0,0.25
Office Supplies,Logan,United States,Jason Fortune,GBC,2013-03-14,CA-2011-114510,84321.0,GBC Wire Binding Combs,West,Consumer,2013-03-19,Standard Class,Utah,Binders,0.2,1.0,11.0,4.0,33.0,0.33
Office Supplies,Logan,United States,Jason Fortune,Carina,2013-03-14,CA-2011-114510,84321.0,Carina Double Wide Media Storage Towers in Natural & Black,West,Consumer,2013-03-19,Standard Class,Utah,Storage,0.0,1.0,3.0,1.0,81.0,0.04
Technology,Logan,United States,Jason Fortune,Imation,2013-03-14,CA-2011-114510,84321.0,Imation 30456 USB Flash Drive 8GB,West,Consumer,2013-03-19,Standard Class,Utah,Accessories,0.0,1.0,7.0,12.0,83.0,0.08
Office Supplies,Logan,United States,Jason Fortune,Staple magnet,2013-03-14,CA-2011-114510,84321.0,Staple magnet,West,Consumer,2013-03-19,Standard Class,Utah,Storage,0.0,1.0,6.0,2.0,21.0,0.29
Office Supplies,Logan,United States,Jason Fortune,Other,2013-03-14,CA-2011-114510,84321.0,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",West,Consumer,2013-03-19,Standard Class,Utah,Binders,0.2,1.0,20.0,2.0,62.0,0.32
Technology,Chicago,United States,Rick Bensley,Hewlett-Packard,2013-03-14,CA-2011-152618,60653.0,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Central,Home Office,2013-03-19,First Class,Illinois,Machines,0.3,1.0,156.0,2.0,575.0,0.27
Office Supplies,Chicago,United States,Rick Bensley,Xerox,2013-03-14,CA-2011-152618,60653.0,Xerox 1963,Central,Home Office,2013-03-17,First Class,Illinois,Paper,0.2,1.0,3.0,2.0,8.0,0.38
Office Supplies,Jacksonville,United States,Neil Franzsisch,Xerox,2013-03-14,CA-2011-100293,32216.0,Xerox 1887,South,Home Office,2013-03-17,Standard Class,Florida,Paper,0.2,1.0,32.0,6.0,91.0,0.35
Furniture,Tampa,United States,Alan Shonely,Eldon,2013-03-15,CA-2011-149958,33614.0,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",South,Consumer,2013-03-19,Standard Class,Florida,Furnishings,0.2,1.0,5.0,3.0,46.0,0.11
Office Supplies,Tampa,United States,Alan Shonely,Other,2013-03-15,CA-2011-149958,33614.0,Insertable Tab Post Binder Dividers,South,Consumer,2013-03-19,Standard Class,Florida,Binders,0.7,1.0,-6.0,3.0,7.0,-0.86
Office Supplies,Tampa,United States,Alan Shonely,GBC,2013-03-15,CA-2011-149958,33614.0,GBC VeloBinder Manual Binding System,South,Consumer,2013-03-19,Standard Class,Florida,Binders,0.7,1.0,-32.0,4.0,43.0,-0.74
Office Supplies,Tampa,United States,Alan Shonely,Xerox,2013-03-15,CA-2011-149958,33614.0,Xerox 1889,South,Consumer,2013-03-19,Standard Class,Florida,Paper,0.2,1.0,48.0,3.0,132.0,0.36
Technology,Raleigh,United States,Kristina Nunn,Polycom,2013-03-16,CA-2011-157609,27604.0,Polycom VoiceStation 500 Conference phone,South,Home Office,2013-03-19,Second Class,North Carolina,Phones,0.2,1.0,29.0,2.0,472.0,0.06
Office Supplies,Lakeville,United States,Bradley Nguyen,Bionaire,2013-03-17,CA-2011-118339,55044.0,Bionaire Personal Warm Mist Humidifier/Vaporizer,Central,Consumer,2013-03-21,Standard Class,Minnesota,Appliances,0.0,1.0,37.0,2.0,94.0,0.39
Office Supplies,Lakeville,United States,Bradley Nguyen,Newell,2013-03-17,CA-2011-118339,55044.0,Newell 35,Central,Consumer,2013-03-24,Standard Class,Minnesota,Art,0.0,1.0,6.0,6.0,20.0,0.3
Office Supplies,Lakeville,United States,Bradley Nguyen,Wilson Jones,2013-03-17,CA-2011-118339,55044.0,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Central,Consumer,2013-03-24,Standard Class,Minnesota,Binders,0.0,1.0,25.0,10.0,53.0,0.47
Furniture,New York City,United States,Christine Phan,Bretford,2013-03-17,US-2011-148838,10024.0,Bretford Rectangular Conference Table Tops,East,Corporate,2013-03-24,Standard Class,New York,Tables,0.4,1.0,-448.0,7.0,1580.0,-0.28
Furniture,New York City,United States,Christine Phan,Balt,2013-03-17,US-2011-148838,10024.0,Balt Solid Wood Round Tables,East,Corporate,2013-03-21,Standard Class,New York,Tables,0.4,1.0,-554.0,4.0,1072.0,-0.52
Office Supplies,New York City,United States,Christine Phan,Xerox,2013-03-17,US-2011-148838,10024.0,Xerox 1926,East,Corporate,2013-03-21,Standard Class,New York,Paper,0.0,1.0,16.0,7.0,35.0,0.46
Office Supplies,New York City,United States,Christine Phan,Xerox,2013-03-17,US-2011-148838,10024.0,Xerox 1918,East,Corporate,2013-03-21,Standard Class,New York,Paper,0.0,1.0,76.0,4.0,155.0,0.49
Office Supplies,Dallas,United States,Annie Zypern,Newell,2013-03-17,CA-2011-158442,75217.0,Newell 333,Central,Consumer,2013-03-21,Same Day,Texas,Art,0.2,1.0,0.0,2.0,4.0,0.0
Office Supplies,Dallas,United States,Annie Zypern,Xerox,2013-03-17,CA-2011-158442,75217.0,Xerox 1966,Central,Consumer,2013-03-17,Same Day,Texas,Paper,0.2,1.0,2.0,1.0,5.0,0.4
Office Supplies,Dallas,United States,Annie Zypern,Xerox,2013-03-17,CA-2011-158442,75217.0,Xerox 1967,Central,Consumer,2013-03-17,Same Day,Texas,Paper,0.2,1.0,5.0,3.0,16.0,0.31
Office Supplies,Jackson,United States,Mark Haberlin,Acco,2013-03-17,US-2011-164763,39212.0,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",South,Corporate,2013-03-17,Standard Class,Mississippi,Binders,0.0,1.0,5.0,3.0,11.0,0.45
Office Supplies,Jackson,United States,Mark Haberlin,GBC,2013-03-17,US-2011-164763,39212.0,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",South,Corporate,2013-03-21,Standard Class,Mississippi,Binders,0.0,1.0,15.0,2.0,30.0,0.5
Office Supplies,Jackson,United States,Mark Haberlin,Xerox,2013-03-17,US-2011-164763,39212.0,Xerox 1957,South,Corporate,2013-03-21,Standard Class,Mississippi,Paper,0.0,1.0,6.0,2.0,13.0,0.46
Office Supplies,Jackson,United States,Mark Haberlin,Other,2013-03-17,US-2011-164763,39212.0,EcoTones Memo Sheets,South,Corporate,2013-03-21,Standard Class,Mississippi,Paper,0.0,1.0,8.0,4.0,16.0,0.5
Office Supplies,Jackson,United States,Mark Haberlin,Belkin,2013-03-17,US-2011-164763,39212.0,Belkin 6 Outlet Metallic Surge Strip,South,Corporate,2013-03-21,Standard Class,Mississippi,Appliances,0.0,1.0,8.0,3.0,33.0,0.24
Office Supplies,Philadelphia,United States,Quincy Jones,Xerox,2013-03-17,CA-2011-127859,19134.0,Xerox 1909,East,Corporate,2013-03-21,Second Class,Pennsylvania,Paper,0.2,1.0,41.0,6.0,127.0,0.32
Technology,Jacksonville,United States,Sean Miller,Hewlett-Packard,2013-03-18,CA-2011-145317,32216.0,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,South,Home Office,2013-03-20,Standard Class,Florida,Machines,0.5,1.0,-16.0,4.0,821.0,-0.02
Technology,Jacksonville,United States,Unknown Customer,Cisco,2013-03-18,CA-2011-145317,32216.0,Cisco TelePresence System EX90 Videoconferencing Unit,South,Home Office,2013-03-23,Standard Class,Florida,Machines,0.5,1.0,-1811.0,6.0,22638.0,-0.08
Office Supplies,Jacksonville,United States,Sean Miller,Xerox,2013-03-18,CA-2011-145317,32216.0,Xerox 195,South,Home Office,2013-03-23,Standard Class,Florida,Paper,0.2,1.0,7.0,4.0,21.0,0.33
Furniture,Jacksonville,United States,Sean Miller,Executive Impressions,2013-03-18,CA-2011-145317,32216.0,"Executive Impressions 13"" Clairmont Wall Clock",South,Home Office,2013-03-23,Standard Class,Florida,Furnishings,0.2,1.0,8.0,2.0,31.0,0.26
Office Supplies,Jacksonville,United States,Sean Miller,Other,2013-03-18,CA-2011-145317,32216.0,Staples,South,Home Office,2013-03-23,Standard Class,Florida,Fasteners,0.2,1.0,6.0,3.0,19.0,0.32
Furniture,Jacksonville,United States,Sean Miller,Dana,2013-03-18,CA-2011-145317,32216.0,"Dana Fluorescent Magnifying Lamp, White, 36""",South,Home Office,2013-03-23,Standard Class,Florida,Furnishings,0.2,1.0,15.0,3.0,122.0,0.12
Furniture,San Francisco,United States,Eileen Kiefer,Bush,2013-03-18,CA-2011-111871,94110.0,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",West,Home Office,2013-03-23,Second Class,California,Bookcases,0.15,1.0,70.0,10.0,1198.0,0.06
Furniture,Burbank,United States,Sample Company A,Eldon,2013-03-18,US-2011-131275,91505.0,Eldon Cleatmat Chair Mats for Medium Pile Carpets,West,Home Office,2013-03-21,Standard Class,California,Furnishings,0.0,1.0,14.0,2.0,111.0,0.13
Technology,Burbank,United States,Sample Company A,Other,2013-03-18,US-2011-131275,91505.0,Swingline SM12-08 MicroCut Jam Free Shredder,West,Home Office,2013-03-24,Standard Class,California,Machines,0.2,1.0,416.0,4.0,1280.0,0.32
Office Supplies,Burbank,United States,Sample Company A,Tennsco,2013-03-18,US-2011-131275,91505.0,Tennsco 6- and 18-Compartment Lockers,West,Home Office,2013-03-24,Standard Class,California,Storage,0.0,1.0,334.0,7.0,1856.0,0.18
Technology,Lakeland,United States,Matt Connell,Cisco,2013-03-19,CA-2011-103989,33801.0,Cisco 8x8 Inc. 6753i IP Business Phone System,South,Corporate,2013-03-24,First Class,Florida,Phones,0.2,1.0,28.0,3.0,324.0,0.09
Office Supplies,Lakeland,United States,Matt Connell,Avery,2013-03-19,CA-2011-103989,33801.0,Avery 501,South,Corporate,2013-03-21,First Class,Florida,Labels,0.2,1.0,4.0,4.0,12.0,0.33
Office Supplies,Lakeland,United States,Matt Connell,Other,2013-03-19,CA-2011-103989,33801.0,Crate-A-Files,South,Corporate,2013-03-21,First Class,Florida,Storage,0.2,1.0,2.0,3.0,26.0,0.08
Furniture,Lakeland,United States,Matt Connell,Eldon,2013-03-19,CA-2011-103989,33801.0,Eldon Wave Desk Accessories,South,Corporate,2013-03-21,First Class,Florida,Furnishings,0.2,1.0,1.0,3.0,5.0,0.2
Technology,Lakeland,United States,Matt Connell,Logitech,2013-03-19,CA-2011-103989,33801.0,"Logitech Wireless Boombox Speaker - portable - wireless, wired",South,Corporate,2013-03-21,First Class,Florida,Accessories,0.2,1.0,53.0,2.0,170.0,0.31
Office Supplies,Hamilton,United States,Cassandra Brandow,Binney & Smith,2013-03-21,CA-2011-140004,45011.0,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",East,Consumer,2013-03-25,Standard Class,Ohio,Art,0.2,1.0,2.0,3.0,6.0,0.33
Office Supplies,Asheville,United States,Unknown Customer,Tennsco,2013-03-21,US-2011-107405,28806.0,Tennsco Commercial Shelving,South,Corporate,2013-03-25,Standard Class,North Carolina,Storage,0.2,1.0,-4.0,1.0,16.0,-0.25
Technology,Springfield,United States,Kristen Hastings,Samsung,2013-03-21,CA-2011-163223,22153.0,Samsung Galaxy S4 Active,South,Corporate,2013-03-25,Standard Class,Virginia,Phones,0.0,1.0,910.0,7.0,3500.0,0.26
Office Supplies,Springfield,United States,Kristen Hastings,Avery,2013-03-21,CA-2011-163223,22153.0,Avery 492,South,Corporate,2013-03-25,Standard Class,Virginia,Labels,0.0,1.0,7.0,5.0,14.0,0.5
Office Supplies,Springfield,United States,Kristen Hastings,Other,2013-03-21,CA-2011-163223,22153.0,American Pencil,South,Corporate,2013-03-25,Standard Class,Virginia,Art,0.0,1.0,3.0,4.0,9.0,0.33
Office Supplies,Springfield,United States,Kristen Hastings,Wilson Jones,2013-03-21,CA-2011-163223,22153.0,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",South,Corporate,2013-03-25,Standard Class,Virginia,Binders,0.0,1.0,59.0,3.0,123.0,0.48
Office Supplies,Knoxville,United States,Gary Mcgarr,Avery,2013-03-21,US-2011-155544,37918.0,Avery 505,South,Consumer,2013-03-25,Standard Class,Tennessee,Labels,0.2,1.0,22.0,5.0,59.0,0.37
Furniture,Knoxville,United States,Gary Mcgarr,Global,2013-03-21,US-2011-155544,37918.0,Global Highback Leather Tilter in Burgundy,South,Consumer,2013-03-25,Standard Class,Tennessee,Chairs,0.2,1.0,-11.0,3.0,218.0,-0.05
Office Supplies,Greensboro,United States,Craig Carroll,GBC,2013-03-22,US-2011-158057,27405.0,GBC Prestige Therm-A-Bind Covers,South,Consumer,2013-03-26,Standard Class,North Carolina,Binders,0.7,1.0,-39.0,5.0,51.0,-0.76
Office Supplies,Tucson,United States,Beth Fritzler,Xerox,2013-03-22,CA-2011-148040,85705.0,Xerox 1951,West,Corporate,2013-03-26,Standard Class,Arizona,Paper,0.2,1.0,23.0,3.0,74.0,0.31
Furniture,Tucson,United States,Beth Fritzler,Office Star,2013-03-22,CA-2011-148040,85705.0,Office Star - Mesh Screen back chair with Vinyl seat,West,Corporate,2013-03-26,Standard Class,Arizona,Chairs,0.2,1.0,-35.0,3.0,314.0,-0.11
Office Supplies,Portage,United States,Vivian Mathis,Avery,2013-03-22,US-2011-129609,46368.0,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Central,Consumer,2013-03-26,Same Day,Indiana,Art,0.0,1.0,7.0,2.0,16.0,0.44
Office Supplies,Los Angeles,United States,Patrick Odonnell,Other,2013-03-23,CA-2011-120838,90036.0,Economy Rollaway Files,West,Consumer,2013-03-22,Second Class,California,Storage,0.0,1.0,86.0,2.0,330.0,0.26
Technology,Los Angeles,United States,Patrick Odonnell,Other,2013-03-23,CA-2011-120838,90036.0,Ooma Telo VoIP Home Phone System,West,Consumer,2013-03-26,Second Class,California,Phones,0.2,1.0,38.0,6.0,605.0,0.06
Office Supplies,Delray Beach,United States,Bruce Geld,Avery,2013-03-23,CA-2011-164749,33445.0,Avery 476,South,Consumer,2013-03-26,First Class,Florida,Labels,0.2,1.0,3.0,3.0,10.0,0.3
Office Supplies,New York City,United States,Unknown Customer,Xerox,2013-03-24,CA-2011-147235,10024.0,Xerox 190,East,Consumer,2013-03-26,Standard Class,New York,Paper,0.0,1.0,12.0,5.0,25.0,0.48
Furniture,Fresno,United States,Maurice Satty,DAX,2013-03-24,CA-2011-143637,93727.0,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",West,Consumer,2013-03-28,Second Class,California,Furnishings,0.0,1.0,15.0,2.0,40.0,0.38
Office Supplies,San Francisco,United States,Christina Anderson,Newell,2013-03-25,CA-2011-128237,94110.0,Newell 35,West,Consumer,2013-04-01,Standard Class,California,Art,0.0,1.0,2.0,2.0,7.0,0.29
Office Supplies,San Francisco,United States,Christina Anderson,Other,2013-03-25,CA-2011-128237,94110.0,"Eberhard Faber 3 1/2"" Golf Pencils",West,Consumer,2013-03-30,Standard Class,California,Art,0.0,1.0,4.0,2.0,15.0,0.27
Technology,San Francisco,United States,Christina Anderson,Imation,2013-03-25,CA-2011-128237,94110.0,Imation Swivel Flash Drive USB flash drive - 8 GB,West,Consumer,2013-03-30,Standard Class,California,Accessories,0.0,1.0,16.0,4.0,45.0,0.36
Office Supplies,San Francisco,United States,Christina Anderson,BIC,2013-03-25,CA-2011-128237,94110.0,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",West,Consumer,2013-03-30,Standard Class,California,Art,0.0,1.0,10.0,6.0,25.0,0.4
Office Supplies,San Francisco,United States,Damala Kotsonis,Newell,2013-03-26,CA-2011-141838,94122.0,Newell 308,West,Corporate,2013-03-30,Second Class,California,Art,0.0,1.0,1.0,2.0,3.0,0.33
Office Supplies,San Francisco,United States,Damala Kotsonis,Wilson Jones,2013-03-26,CA-2011-141838,94122.0,Wilson Jones Leather-Like Binders with DublLock Round Rings,West,Corporate,2013-03-31,Second Class,California,Binders,0.2,1.0,9.0,4.0,28.0,0.32
Technology,San Francisco,United States,Damala Kotsonis,Griffin,2013-03-26,CA-2011-141838,94122.0,Griffin GC17055 Auxiliary Audio Cable,West,Corporate,2013-03-31,Second Class,California,Phones,0.2,1.0,3.0,2.0,29.0,0.1
Office Supplies,Pomona,United States,Cindy Stewart,Smead,2013-03-26,CA-2011-100860,91767.0,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,West,Consumer,2013-03-31,Second Class,California,Labels,0.0,1.0,9.0,5.0,19.0,0.47
Office Supplies,Des Moines,United States,Christina Vanderzanden,Poly,2013-03-28,US-2011-137869,50315.0,Poly String Tie Envelopes,Central,Consumer,2013-03-30,Standard Class,Iowa,Envelopes,0.0,1.0,3.0,3.0,6.0,0.5
Furniture,Des Moines,United States,Christina Vanderzanden,Hon,2013-03-28,US-2011-137869,50315.0,Hon 94000 Series Round Tables,Central,Consumer,2013-04-02,Standard Class,Iowa,Tables,0.0,1.0,107.0,4.0,1185.0,0.09
Technology,Albuquerque,United States,Daniel Raglin,AT&T,2013-03-28,CA-2011-100881,87105.0,AT&T TR1909W,West,Home Office,2013-04-02,Standard Class,New Mexico,Phones,0.2,1.0,23.0,3.0,302.0,0.08
Furniture,Plano,United States,Mike Gockenbach,Bush,2013-03-29,CA-2011-137274,75023.0,Bush Advantage Collection Racetrack Conference Table,Central,Consumer,2013-04-03,Standard Class,Texas,Tables,0.3,1.0,-153.0,3.0,891.0,-0.17
Office Supplies,Long Beach,United States,Kunst Miller,Other,2013-03-30,CA-2011-169033,11561.0,Peel-Off China Markers,East,Consumer,2013-04-02,Standard Class,New York,Art,0.0,1.0,21.0,5.0,50.0,0.42
Office Supplies,Seattle,United States,Dorris Liebe,Sterilite,2013-03-30,CA-2011-133424,98105.0,Sterilite Show Offs Storage Containers,West,Corporate,2013-04-03,Standard Class,Washington,Storage,0.0,1.0,0.0,3.0,16.0,0.0
Office Supplies,Seattle,United States,Dorris Liebe,Avery,2013-03-30,CA-2011-133424,98105.0,Avery 490,West,Corporate,2013-04-04,Standard Class,Washington,Labels,0.0,1.0,22.0,3.0,44.0,0.5
Office Supplies,New York City,United States,Susan Gilcrest,Sanford,2013-03-30,US-2011-105151,10009.0,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",East,Corporate,2013-04-04,First Class,New York,Art,0.0,1.0,3.0,5.0,11.0,0.27
Furniture,San Francisco,United States,Guy Armstrong,O'Sullivan,2013-03-30,CA-2011-131247,94110.0,O'Sullivan Living Dimensions 2-Shelf Bookcases,West,Consumer,2013-03-31,Standard Class,California,Bookcases,0.15,1.0,-12.0,2.0,206.0,-0.06
Office Supplies,Brownsville,United States,Mark Packer,Other,2013-03-30,CA-2011-162089,78521.0,Airmail Envelopes,Central,Home Office,2013-04-04,First Class,Texas,Envelopes,0.2,1.0,113.0,5.0,336.0,0.34
Technology,Brownsville,United States,Mark Packer,Other,2013-03-30,CA-2011-162089,78521.0,Innergie mMini Combo Duo USB Travel Charging Kit,Central,Home Office,2013-04-01,First Class,Texas,Phones,0.2,1.0,88.0,7.0,252.0,0.35
